id,month_key,date,week,top,photo,photo_info,rating,menu,map,coupon,p_coupon,seat,other,total
354,2019-10,2019-10-19,"土",48,11,3,18,18,11,0,0,0,13,122
355,2019-10,2019-10-20,"日",30,25,19,12,12,6,0,0,1,13,118
356,2019-10,2019-10-21,"月",29,15,7,15,9,2,0,0,0,16,93
357,2019-10,2019-10-22,"火",16,7,6,4,12,4,0,0,0,3,52
358,2019-10,2019-10-23,"水",33,1,0,3,14,3,0,0,2,4,60
359,2019-10,2019-10-24,"木",30,19,8,9,15,6,0,0,0,5,92
360,2019-10,2019-10-25,"金",48,22,24,16,10,4,0,0,0,27,151
361,2019-10,2019-10-26,"土",79,19,8,67,41,11,0,0,1,23,249
362,2019-10,2019-10-27,"日",34,6,9,29,17,5,3,0,1,21,125
363,2019-10,2019-10-28,"月",42,21,22,14,16,5,10,0,1,22,153
364,2019-10,2019-10-29,"火",45,7,10,23,10,4,2,0,1,30,132
365,2019-10,2019-10-30,"水",39,18,7,19,12,2,2,0,0,6,105
366,2019-10,2019-10-31,"木",23,1,4,5,15,2,5,0,1,9,65
367,2019-09,2019-09-01,"日",22,2,0,4,12,1,0,0,0,5,46
368,2019-09,2019-09-02,"月",36,11,14,7,32,7,0,0,2,4,113
369,2019-09,2019-09-03,"火",31,1,0,10,5,4,0,0,0,12,63
370,2019-09,2019-09-04,"水",46,21,10,13,11,10,0,0,0,21,132
371,2019-09,2019-09-05,"木",26,1,2,3,10,4,0,0,0,1,47
372,2019-09,2019-09-06,"金",35,2,0,7,13,3,0,0,0,12,72
373,2019-09,2019-09-07,"土",41,5,3,9,23,7,0,0,0,3,91
374,2019-09,2019-09-08,"日",23,5,2,1,3,3,0,0,0,1,38
375,2019-09,2019-09-09,"月",24,14,5,8,14,6,0,0,0,4,75
376,2019-09,2019-09-10,"火",30,10,25,16,6,1,0,0,2,5,95
377,2019-09,2019-09-11,"水",32,2,0,4,10,1,0,0,0,5,54
378,2019-09,2019-09-12,"木",22,1,1,6,16,0,0,0,0,2,48
379,2019-09,2019-09-13,"金",35,2,3,6,5,6,0,0,1,16,74
380,2019-09,2019-09-14,"土",29,9,5,5,14,1,0,0,0,7,70
381,2019-09,2019-09-15,"日",38,7,7,10,14,3,0,0,3,6,88
382,2019-09,2019-09-16,"月",20,18,15,13,6,0,0,0,1,10,83
383,2019-09,2019-09-17,"火",17,4,7,8,6,2,0,0,1,3,48
384,2019-09,2019-09-18,"水",24,0,0,10,8,1,0,0,0,2,45
385,2019-09,2019-09-19,"木",5,0,0,0,0,1,0,0,0,20,26
386,2019-09,2019-09-20,"金",27,15,1,8,6,2,0,0,1,0,60
387,2019-09,2019-09-21,"土",31,9,8,4,15,4,0,0,1,5,77
388,2019-09,2019-09-22,"日",36,18,11,21,16,2,0,0,0,32,136
389,2019-09,2019-09-23,"月",26,2,5,4,5,2,0,0,0,1,45
390,2019-09,2019-09-24,"火",47,12,5,24,17,5,0,0,1,11,122
391,2019-09,2019-09-25,"水",19,17,9,18,18,0,0,0,1,14,96
392,2019-09,2019-09-26,"木",19,14,16,4,8,0,0,0,0,17,78
393,2019-09,2019-09-27,"金",11,3,1,14,10,1,0,0,1,4,45
394,2019-09,2019-09-28,"土",35,7,10,33,8,5,0,0,0,7,105
395,2019-09,2019-09-29,"日",16,1,1,0,13,0,0,0,1,2,34
396,2019-09,2019-09-30,"月",31,5,3,4,5,1,0,0,0,4,53
397,2019-08,2019-08-01,"木",34,9,69,10,17,3,0,0,1,7,150
398,2019-08,2019-08-02,"金",43,17,6,2,25,6,0,0,2,5,106
399,2019-08,2019-08-03,"土",40,0,0,12,21,7,0,0,1,3,84
400,2019-08,2019-08-04,"日",36,5,1,3,7,9,0,0,0,4,65
401,2019-08,2019-08-05,"月",43,5,1,8,25,5,0,0,1,6,94
402,2019-08,2019-08-06,"火",30,7,2,3,9,2,0,0,1,3,57
403,2019-08,2019-08-07,"水",23,0,0,2,10,1,0,0,0,1,37
404,2019-08,2019-08-08,"木",18,4,2,1,10,1,0,0,0,2,38
405,2019-08,2019-08-09,"金",21,0,0,1,4,5,0,0,1,2,34
406,2019-08,2019-08-10,"土",29,7,2,10,9,5,0,0,1,1,64
407,2019-08,2019-08-11,"日",49,4,4,13,15,19,0,0,1,10,115
408,2019-08,2019-08-12,"月",38,5,3,7,10,7,0,0,1,14,85
409,2019-08,2019-08-13,"火",36,21,18,8,15,3,0,0,1,12,114
410,2019-08,2019-08-14,"水",44,1,2,12,14,4,0,0,2,13,92
411,2019-08,2019-08-15,"木",38,3,2,11,19,6,0,0,1,11,91
412,2019-08,2019-08-16,"金",34,11,4,7,14,3,0,0,0,3,76
413,2019-08,2019-08-17,"土",41,3,11,15,8,7,0,0,0,10,95
414,2019-08,2019-08-18,"日",16,0,0,5,6,2,0,0,0,1,30
415,2019-08,2019-08-19,"月",14,5,3,2,2,1,0,0,1,2,30
416,2019-08,2019-08-20,"火",25,15,87,12,13,1,0,0,1,39,193
417,2019-08,2019-08-21,"水",21,8,3,8,2,2,0,0,1,2,47
418,2019-08,2019-08-22,"木",38,14,4,10,14,3,0,0,0,27,110
419,2019-08,2019-08-23,"金",64,36,21,30,50,8,0,0,2,123,334
420,2019-08,2019-08-24,"土",36,7,4,7,9,4,0,0,0,9,76
421,2019-08,2019-08-25,"日",27,1,0,22,15,4,0,0,1,13,83
422,2019-08,2019-08-26,"月",30,19,29,22,8,5,0,0,0,65,178
423,2019-08,2019-08-27,"火",15,4,2,8,6,0,0,0,0,0,35
424,2019-08,2019-08-28,"水",44,17,7,9,21,2,0,0,2,24,126
425,2019-08,2019-08-29,"木",38,22,10,10,23,6,0,0,1,8,118
426,2019-08,2019-08-30,"金",25,17,10,10,11,4,0,0,0,4,81
427,2019-08,2019-08-31,"土",25,1,0,5,8,1,0,0,0,1,41
428,2019-07,2019-07-01,"月",18,1,0,0,15,1,0,0,2,3,40
429,2019-07,2019-07-02,"火",38,22,15,0,15,0,0,0,1,9,100
430,2019-07,2019-07-03,"水",32,9,0,0,8,3,0,0,2,15,69
431,2019-07,2019-07-04,"木",39,11,6,0,15,6,0,0,0,16,93
432,2019-07,2019-07-05,"金",52,16,13,0,26,19,0,0,3,14,143
433,2019-07,2019-07-06,"土",39,10,5,0,7,6,0,0,2,15,84
434,2019-07,2019-07-07,"日",40,6,2,0,2,2,0,0,2,18,72
435,2019-07,2019-07-08,"月",37,11,29,0,10,10,0,0,0,7,104
436,2019-07,2019-07-09,"火",13,2,2,0,4,0,0,0,2,4,27
437,2019-07,2019-07-10,"水",44,10,3,0,12,5,0,0,2,11,87
438,2019-07,2019-07-11,"木",14,0,0,0,5,1,0,0,0,2,22
439,2019-07,2019-07-12,"金",24,5,4,0,15,3,0,0,0,16,67
440,2019-07,2019-07-13,"土",28,6,4,0,11,10,0,0,0,7,66
441,2019-07,2019-07-14,"日",27,5,2,0,12,0,0,0,0,8,54
442,2019-07,2019-07-15,"月",31,5,0,0,19,6,0,0,0,6,67
443,2019-07,2019-07-16,"火",32,7,23,0,14,1,0,0,2,3,82
444,2019-07,2019-07-17,"水",49,10,14,0,11,8,0,0,4,9,105
445,2019-07,2019-07-18,"木",72,5,1,0,15,8,0,0,2,18,121
446,2019-07,2019-07-19,"金",38,8,4,0,12,4,0,0,2,18,86
447,2019-07,2019-07-20,"土",25,11,11,0,11,3,0,0,1,5,67
448,2019-07,2019-07-21,"日",34,12,3,0,10,4,0,0,1,9,73
449,2019-07,2019-07-22,"月",64,10,4,8,10,5,0,0,1,24,126
450,2019-07,2019-07-23,"火",44,7,17,7,23,10,0,0,0,13,121
451,2019-07,2019-07-24,"水",39,4,0,7,50,4,0,0,0,10,114
452,2019-07,2019-07-25,"木",28,5,1,4,17,7,0,0,1,7,70
453,2019-07,2019-07-26,"金",48,5,6,20,16,5,0,0,2,26,128
454,2019-07,2019-07-27,"土",30,4,13,15,8,3,0,0,1,4,78
455,2019-07,2019-07-28,"日",42,13,8,18,24,1,0,0,0,3,109
456,2019-07,2019-07-29,"月",35,10,17,22,21,3,0,0,3,8,119
457,2019-07,2019-07-30,"火",38,5,29,2,8,8,0,0,1,11,102
458,2019-07,2019-07-31,"水",25,14,16,2,9,4,0,0,3,3,76
459,2019-06,2019-06-01,"土",0,0,0,0,0,0,0,0,0,0,0
460,2019-06,2019-06-02,"日",0,0,0,0,0,0,0,0,0,0,0
461,2019-06,2019-06-03,"月",23,0,0,0,26,5,0,0,0,0,54
462,2019-06,2019-06-04,"火",23,0,0,0,20,3,0,0,0,4,50
463,2019-06,2019-06-05,"水",19,0,0,0,16,1,0,0,0,3,39
464,2019-06,2019-06-06,"木",36,0,0,0,20,1,0,0,0,1,58
465,2019-06,2019-06-07,"金",35,0,0,0,17,6,0,0,0,2,60
466,2019-06,2019-06-08,"土",36,0,0,0,17,6,0,0,0,6,65
467,2019-06,2019-06-09,"日",33,0,0,0,20,2,0,0,0,2,57
468,2019-06,2019-06-10,"月",23,0,0,0,16,4,0,0,0,3,46
469,2019-06,2019-06-11,"火",20,0,0,0,10,2,0,0,0,4,36
470,2019-06,2019-06-12,"水",16,0,0,0,9,4,0,0,0,2,31
471,2019-06,2019-06-13,"木",16,0,0,0,5,3,0,0,0,2,26
472,2019-06,2019-06-14,"金",39,0,0,0,19,9,0,0,0,15,82
473,2019-06,2019-06-15,"土",40,0,0,0,19,5,0,0,0,19,83
474,2019-06,2019-06-16,"日",13,0,0,0,6,4,0,0,0,1,24
475,2019-06,2019-06-17,"月",21,0,0,0,7,1,0,0,0,2,31
476,2019-06,2019-06-18,"火",67,7,4,0,38,13,0,0,0,8,137
477,2019-06,2019-06-19,"水",58,25,18,0,15,4,0,0,0,11,131
478,2019-06,2019-06-20,"木",67,16,7,0,23,9,0,0,0,18,140
479,2019-06,2019-06-21,"金",45,50,26,0,13,7,0,0,0,13,154
480,2019-06,2019-06-22,"土",49,14,0,0,21,4,0,0,0,7,95
481,2019-06,2019-06-23,"日",27,11,3,0,12,4,0,0,0,6,63
482,2019-06,2019-06-24,"月",21,10,1,0,16,10,0,0,0,2,60
483,2019-06,2019-06-25,"火",27,8,18,0,8,5,0,0,0,6,72
484,2019-06,2019-06-26,"水",33,9,3,0,9,5,0,0,0,9,68
485,2019-06,2019-06-27,"木",55,13,7,0,9,10,0,0,0,15,109
486,2019-06,2019-06-28,"金",60,12,5,0,20,13,0,0,0,12,122
487,2019-06,2019-06-29,"土",53,5,3,0,9,12,0,0,0,14,96
488,2019-06,2019-06-30,"日",37,14,7,0,25,3,0,0,1,17,104
